,barrierDamageDone,cards,criticalHits,criticalHitsAccuracy,damageDone,deaths,eliminations,environmentalKills,finalBlows,gamesPlayed,gamesWon,hero,heroDamageDone,medals,medalsBronze,medalsGold,medalsSilver,meleeFinalBlows,multikills,objectiveKills,objectiveTime,quickMeleeAccuracy,soloKills,timePlayed,timeSpentOnFire,weaponAccuracy,class
3892,12704,21,0,0.0,151293,473,524,7,342,0,29,reinhardt,134253,80,37,10,34,0,3,134,1719,0,123,25200.0,830,0.0,tank
3893,12379,13,1290,0.13,87951,183,330,4,163,0,12,roadhog,74558,73,26,25,22,7,1,86,1012,0,61,14400.0,268,0.15,tank
3894,6161,12,0,0.0,132517,335,551,1,266,0,21,winston,121279,89,31,24,34,6,2,177,1817,0,94,18000.0,332,0.0,tank
3895,13019,14,0,0.0,131491,375,607,1,209,0,19,zarya,116434,101,35,31,34,16,10,211,1781,0,70,21600.0,399,0.19,tank
3896,4052,3,0,0.0,46771,254,207,1,67,0,14,ana,41248,49,10,22,17,3,0,66,745,0,17,14400.0,314,0.13,support
3897,9008,28,362,0.08,158757,536,735,108,204,0,40,lucio,146529,168,44,74,50,29,1,305,4679,0,115,39600.0,1115,0.18,support
3898,170,10,13,0.06,4285,96,18,0,6,0,9,mercy,3871,21,4,11,6,0,0,6,364,0,1,3600.0,71,0.22,support
3899,908,1,0,0.0,10562,52,48,0,23,0,2,symmetra,9557,8,5,1,2,0,0,18,116,0,10,2640.0,0,0.0,support
3900,782,2,31,0.11,15198,43,64,0,30,0,3,zenyatta,13753,12,6,3,3,2,0,17,140,0,8,2940.0,34,0.18,support
3901,8730,0,61,0.05,77672,146,199,0,101,0,10,mccree,27761,45,21,14,10,1,1,94,1169,0,21,7200.0,124,0.38,attack
3902,0,0,0,0.0,571,2,0,0,0,0,0,pharah,571,1,0,0,0,0,0,0,4,0,0,60.0,0,0.25,attack
3903,0,0,18,0.06,1699,8,3,0,2,0,0,reaper,0,1,0,0,0,0,0,1,24,0,0,300.0,0,0.14,attack
3904,21955,41,849,0.03,507120,628,1262,0,682,0,48,soldier76,77089,354,69,168,117,1,8,689,5376,0,144,36000.0,4478,0.31,attack
3905,0,0,0,0.0,22539,51,67,0,18,0,3,sombra,0,22,10,6,6,0,1,24,182,0,2,2820.0,17,0.27,attack
3906,39468,41,3667,0.04,378123,531,1150,0,414,0,48,tracer,86274,259,57,123,80,1,5,670,7482,0,87,36000.0,1222,0.26,attack
3907,99298,27,0,0.0,714855,758,1294,2,819,0,63,junkrat,196454,296,79,121,97,1,11,645,3055,0,248,50400.0,2669,0.19,defense
3908,8510,3,32,0.05,72589,159,262,0,77,0,12,mei,25110,69,24,19,26,4,1,143,1477,0,15,10800.0,285,0.25,defense
3909,2519,4,5,0.04,28117,43,86,0,37,0,1,torbjorn,25296,16,4,6,6,0,1,43,159,0,7,3000.0,541,0.15,defense
3910,818,0,105,0.07,43796,67,128,0,55,0,6,widowmaker,6625,10,2,2,5,0,0,46,160,0,20,3600.0,50,0.31,defense
3911,275329,131,29846,0.06,1229836,1267,3652,8,1127,0,143,dVa,446379,823,151,439,234,3,23,1912,20714,0,244,115200.0,6361,0.21,tank
3912,3531,1,0,0.0,20882,30,20,0,9,0,1,orisa,5342,10,6,3,2,0,0,1,19,0,2,1500.0,0,0.28,tank
3913,0,0,0,0.0,100,3,1,0,0,0,0,reinhardt,100,0,0,0,0,0,0,0,0,0,0,60.0,0,0.0,tank
3914,1698,1,0,0.0,7831,16,16,0,7,0,1,winston,5816,6,1,4,1,0,0,12,248,0,1,840.0,0,0.0,tank
3915,3060,0,0,0.0,9036,11,13,0,2,0,1,zarya,5798,3,1,0,2,0,1,3,19,0,1,660.0,56,0.37,tank
3916,0,0,0,0.0,804,5,1,0,0,0,0,ana,804,1,0,0,0,0,0,0,0,0,0,300.0,0,0.1,support
3917,38232,53,657,0.06,251143,641,718,13,161,0,42,lucio,118835,235,49,138,48,3,0,483,7956,0,14,39600.0,1576,0.24,support
3918,15338,531,403,0.07,111988,3434,444,0,147,0,366,mercy,73130,1022,163,695,164,6,1,201,25500,0,29,291600.0,5858,0.26,support
3919,22103,53,0,0.0,245956,396,1015,0,290,0,43,moira,218673,247,38,138,71,0,7,562,6754,0,43,32400.0,3167,0.0,support
3920,3986,4,0,0.0,48028,95,209,0,95,0,9,symmetra,38340,33,7,11,14,0,0,89,425,0,20,7200.0,247,0.0,support
3921,20725,21,127,0.06,101592,204,282,0,104,0,14,zenyatta,44847,85,23,33,29,0,0,168,1507,0,23,10800.0,967,0.25,support
3922,0,9,198,0.05,146585,180,379,1,192,0,14,genji,0,79,25,29,25,1,0,111,697,0,70,10800.0,480,0.3,attack
3923,0,12,120,0.04,199798,287,592,0,383,0,20,mccree,0,100,39,25,36,0,1,181,888,0,159,18000.0,1200,0.34,attack
3924,0,27,0,0.0,291957,350,668,7,429,0,26,pharah,0,136,42,49,45,0,6,227,878,0,158,21600.0,1254,0.41,attack
3925,0,4,906,0.1,65984,99,207,0,122,0,5,reaper,0,45,12,16,16,0,4,73,349,0,54,3600.0,561,0.21,attack
3926,0,43,1264,0.05,517384,449,1386,1,777,0,49,soldier76,0,323,66,154,103,4,3,459,1935,0,279,32400.0,5734,0.34,attack
3927,788,14,2288,0.06,202050,245,727,0,360,0,25,tracer,6610,115,32,55,29,3,3,233,1303,0,120,14400.0,1725,0.33,attack
3928,0,6,475,0.06,106328,126,272,0,186,0,9,bastion,0,46,12,21,14,2,1,93,126,0,74,7200.0,952,0.22,defense
3929,0,0,13,0.05,23178,35,54,0,34,0,2,hanzo,0,15,5,7,3,0,0,9,70,0,15,2700.0,46,0.22,defense
3930,0,0,0,0.0,484,0,1,0,1,0,0,junkrat,0,0,0,0,0,0,0,1,0,0,0,38.07196306064725,0,0.08,defense
3931,0,0,0,0.0,0,0,0,0,0,0,0,mei,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,defense
3932,0,12,31,0.03,119123,77,320,0,123,0,13,torbjorn,0,62,14,26,22,0,3,83,176,0,36,7200.0,617,0.34,defense
3933,0,2,63,0.07,34168,56,82,0,47,0,4,widowmaker,0,21,6,7,9,3,0,11,92,0,23,3600.0,122,0.31,defense
3934,0,0,222,0.06,6183,6,26,0,7,0,0,dVa,0,6,3,1,2,0,0,7,78,0,1,720.0,0,0.33,tank
3935,0,0,0,0.0,1494,1,6,0,5,0,0,orisa,0,1,0,1,0,0,0,3,25,0,0,120.0,0,0.26,tank
3936,0,0,13,0.15,854,3,4,0,2,0,0,roadhog,0,1,0,0,0,1,0,1,4,0,0,180.0,0,0.14,tank
3937,0,0,0,0.0,618,2,3,0,1,0,0,winston,0,0,0,0,0,0,0,1,4,0,0,60.0,0,0.0,tank
3938,0,0,0,0.0,5922,10,25,0,12,0,2,zarya,0,6,2,1,3,0,0,9,76,0,2,840.0,0,0.45,tank
3939,0,1,0,0.0,1138,6,3,0,0,0,0,ana,908,1,0,1,0,0,0,1,15,0,0,420.0,0,0.06,support
3940,0,18,261,0.05,86379,155,275,1,56,0,14,lucio,0,88,23,44,20,1,0,115,1286,0,15,10800.0,3093,0.26,support
3941,0,4,0,0.0,270,23,0,0,0,0,2,mercy,0,8,2,7,0,0,0,0,265,0,0,2280.0,20,0.22,support
3942,0,0,0,0.0,2694,10,5,0,2,0,0,symmetra,0,1,0,0,1,0,0,1,14,0,0,420.0,0,0.0,support
3943,368,3,21,0.05,18668,39,48,0,13,0,4,zenyatta,1091,14,5,4,5,0,0,12,193,0,4,2460.0,496,0.29,support
3944,1399,1,0,0.0,27636,101,99,2,77,0,2,doomfist,26163,21,10,8,3,2,0,21,265,0,35,3600.0,38,0.25,attack
3945,14513,11,238,0.07,166907,413,559,0,309,0,24,genji,106355,105,28,36,41,7,8,178,1841,0,119,21600.0,820,0.26,attack
3946,6661,3,57,0.03,114838,365,411,0,265,0,13,mccree,102832,55,23,11,21,5,5,110,895,0,91,18000.0,662,0.25,attack
3947,7046,4,0,0.0,89890,235,279,1,170,0,10,pharah,51820,51,19,17,15,2,1,77,495,0,85,10800.0,130,0.46,attack
3948,1780,6,1132,0.07,103894,240,376,0,238,0,14,reaper,38907,84,30,26,27,2,6,146,947,0,91,10800.0,805,0.19,attack
3949,7696,13,351,0.04,177819,374,581,0,358,0,25,soldier76,77424,161,47,64,50,8,1,223,1310,0,145,18000.0,1035,0.31,attack
3950,2398,9,0,0.0,89758,268,341,0,178,0,11,sombra,34683,85,33,26,26,5,0,115,1070,0,72,10800.0,633,0.31,attack
3951,11031,19,2812,0.05,306681,731,1111,0,628,0,43,tracer,102950,235,54,97,84,15,2,411,3411,0,279,36000.0,2716,0.29,attack
3952,780,0,24,0.01,23699,43,62,0,33,0,2,bastion,6704,11,4,2,6,0,0,19,65,0,7,2520.0,130,0.23,defense
3953,2855,4,43,0.06,70548,182,224,0,165,0,11,hanzo,19968,42,12,19,11,0,2,81,565,0,66,7200.0,506,0.22,defense
3954,15746,7,0,0.0,180138,363,526,4,375,0,22,junkrat,109108,117,38,39,40,1,3,178,1433,0,152,18000.0,1461,0.22,defense
3955,3599,14,114,0.21,85275,300,435,0,204,0,17,mei,45024,107,47,24,36,2,4,160,1382,0,102,14400.0,715,0.27,defense
3956,96,1,21,0.05,16135,45,54,0,23,0,0,torbjorn,10828,7,3,3,1,0,0,15,32,0,15,2160.0,99,0.15,defense
3957,5580,2,240,0.11,90201,281,295,0,180,0,12,widowmaker,66529,47,20,11,15,4,0,77,574,0,85,14400.0,133,0.27,defense
3958,10747,34,12338,0.11,323282,510,1297,7,609,0,52,dVa,79720,260,64,114,81,9,10,447,4569,0,235,36000.0,2257,0.22,tank
3959,435,6,0,0.0,45092,88,99,0,47,0,5,orisa,4255,32,9,13,10,0,0,41,725,0,17,3600.0,87,0.27,tank
3960,0,2,0,0.0,20356,72,64,3,47,0,4,reinhardt,3080,17,6,5,7,0,2,20,312,0,20,3300.0,117,0.0,tank
3961,4564,7,798,0.11,58198,144,200,6,107,0,9,roadhog,39553,60,14,21,25,1,0,84,963,0,39,7200.0,416,0.19,tank
3962,1029,4,0,0.0,20216,74,79,0,33,0,4,winston,15274,25,8,6,11,0,1,22,177,0,12,3600.0,49,0.0,tank
3963,8479,10,0,0.0,78556,203,344,0,126,0,11,zarya,61393,65,18,28,18,1,6,127,1318,0,38,10800.0,349,0.25,tank
3964,2702,5,0,0.0,35143,184,153,0,53,0,14,ana,14487,53,14,17,23,4,0,44,575,0,18,10800.0,83,0.16,support
3965,3936,10,182,0.07,54315,132,196,6,88,0,11,lucio,33998,65,20,27,18,1,0,87,1116,0,28,7200.0,470,0.31,support
3966,1850,7,87,0.06,25994,114,83,0,37,0,5,mercy,9910,35,11,13,10,2,0,17,231,0,14,7200.0,47,0.32,support
3967,0,0,0,0.0,991,5,6,0,1,0,0,moira,944,0,0,0,0,0,0,0,5,0,1,240.0,0,0.0,support
3968,792,8,0,0.0,39044,132,172,0,102,0,9,symmetra,25396,29,12,7,10,0,1,51,468,0,44,7200.0,206,0.0,support
3969,1034,1,38,0.08,19331,36,69,0,44,0,1,zenyatta,12184,13,4,6,3,1,0,22,199,0,15,2280.0,395,0.29,support
3970,0,0,0,0.0,0,0,0,0,0,0,0,genji,0,0,0,0,0,0,0,0,0,0,0,5.676579995080829,0,0.0,attack
3971,0,7,87,0.04,137946,118,324,0,216,0,12,mccree,0,64,12,31,21,0,1,106,656,0,87,7200.0,1470,0.48,attack
3972,0,106,0,0.0,2156298,1006,2723,33,1618,0,84,pharah,0,492,101,283,109,0,56,951,3817,0,377,75600.0,10546,0.53,attack
3973,0,5,1661,0.08,155919,154,326,0,214,0,9,reaper,0,62,15,32,15,1,4,97,549,0,81,7200.0,1152,0.26,attack
3974,0,1074,32529,0.04,17076750,5974,25008,9,13813,0,822,soldier76,0,4727,1090,2859,779,26,331,8208,33918,0,2877,554400.0,133319,0.46,attack
3975,0,0,0,0.0,0,0,0,0,0,0,0,sombra,0,0,0,0,0,0,0,0,0,0,0,5.556543003767729,0,0.0,attack
3976,0,0,34,0.04,4289,3,5,0,1,0,0,tracer,0,2,1,0,0,0,0,0,12,0,0,300.0,39,0.35,attack
3977,0,16,732,0.03,314942,169,465,0,281,0,18,bastion,0,108,20,55,33,0,3,162,827,0,72,10800.0,2125,0.24,defense
3978,0,0,3,0.15,2476,7,7,0,5,0,1,hanzo,0,2,1,1,0,0,0,4,26,0,3,300.0,0,0.25,defense
3979,0,394,0,0.0,6701621,3098,8388,22,5559,0,259,junkrat,0,1518,215,987,316,4,69,2890,12818,0,1886,237600.0,40555,0.27,defense
3980,0,110,1057,0.04,1432820,740,2637,0,1185,0,94,torbjorn,0,449,69,270,109,0,24,947,2402,0,383,64800.0,12756,0.31,defense
3981,0,0,0,0.0,0,0,0,0,0,0,0,widowmaker,0,0,0,0,0,0,0,0,0,0,0,2.385074001736939,0,0.0,defense
3982,0,1,0,0.0,25814,5,12,0,2,0,0,orisa,0,6,1,3,2,0,0,4,126,0,1,660.0,0,0.49,tank
3983,0,0,0,0.0,0,0,0,0,0,0,0,reinhardt,0,0,0,0,0,0,0,0,0,0,0,1.0363040007650852,0,0.0,tank
3984,0,11,1392,0.14,137704,178,314,2,194,0,6,roadhog,0,85,22,24,39,17,2,84,1004,0,73,10800.0,3287,0.31,tank
3985,0,0,0,0.0,0,0,0,0,0,0,0,winston,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,tank
3986,0,0,0,0.0,7749,6,10,0,3,0,0,zarya,0,2,1,1,0,0,1,4,58,0,0,420.0,0,0.67,tank
3987,0,5,0,0.0,20908,12,70,0,28,0,5,symmetra,0,13,6,2,5,0,1,17,80,0,9,1800.0,160,0.0,support
3988,0,0,3,0.03,4810,10,9,0,4,0,0,zenyatta,0,3,2,0,1,0,0,4,22,0,1,600.0,17,0.24,support
3989,306,0,0,0.0,3919,15,13,0,4,0,0,doomfist,3613,0,0,0,0,0,0,6,17,0,2,600.0,0,1.0,attack
3990,19043,5,200,0.07,119691,81,236,0,142,0,11,genji,83536,45,10,19,16,8,3,69,556,0,23,3600.0,690,0.95,attack
3991,30973,17,260,0.05,363493,213,629,0,407,0,21,mccree,98336,109,22,51,36,4,6,157,656,0,122,18000.0,2606,0.96,attack
3992,5551,10,0,0.0,128699,38,294,6,194,0,7,pharah,17158,25,1,21,3,3,4,101,305,0,45,3600.0,1766,1.0,attack
3993,19486,5,603,0.06,75527,37,150,0,77,0,3,reaper,56002,19,5,11,4,0,4,37,228,0,12,3000.0,751,1.0,attack
3994,17258,14,465,0.04,223629,95,414,0,265,0,16,soldier76,75155,88,23,47,18,4,4,126,518,0,80,7200.0,2900,0.97,attack
3995,3732,3,315,0.07,29926,16,83,0,52,0,4,tracer,18276,13,2,9,2,3,1,25,108,0,11,1500.0,363,0.99,attack
3996,37042,8,70,0.04,179397,123,280,0,192,0,10,hanzo,118739,65,15,28,23,2,3,81,565,0,47,7200.0,826,1.0,defense
3997,27578,5,0,0.0,97370,47,144,0,102,0,7,junkrat,59533,25,5,13,7,0,0,41,125,0,42,3600.0,336,1.0,defense
3998,6175,3,28,0.09,32699,21,67,0,28,0,4,mei,15688,19,7,6,6,2,0,23,275,0,7,1860.0,365,1.0,defense
3999,3212,9,104,0.06,93360,27,147,0,69,0,5,torbjorn,21492,33,4,20,9,1,2,39,30,0,16,3600.0,547,1.0,defense
4000,1151,0,98,0.06,5064,2,6,0,2,0,0,dVa,1746,2,1,0,1,0,0,2,13,0,1,240.0,0,1.0,tank
4001,8792,0,0,0.0,19609,19,34,0,10,0,1,orisa,9233,6,4,1,1,0,1,14,145,0,1,1140.0,5,1.0,tank
4002,9773,1,301,0.07,32221,24,52,1,29,0,2,roadhog,22125,12,3,6,3,3,0,9,168,0,7,1800.0,138,1.0,tank
4003,474,2,0,0.0,20523,17,64,2,30,0,2,winston,7427,14,5,5,3,1,0,22,117,0,7,1440.0,515,0.0,tank
4004,0,3,0,0.0,24104,6,44,0,26,0,2,zarya,0,7,0,5,1,1,2,20,57,0,3,780.0,319,1.0,tank
4005,2839,2,0,0.0,30462,51,92,0,19,0,4,ana,15003,17,2,5,10,0,1,22,227,0,2,3600.0,276,1.0,support
4006,6380,6,119,0.06,41801,43,110,7,30,0,4,lucio,25074,23,6,10,8,3,0,50,454,0,3,3600.0,264,1.0,support
4007,524,6,16,0.09,3528,57,11,0,3,0,5,mercy,2776,14,1,9,4,0,0,1,480,0,2,3600.0,319,1.0,support
4008,1449,2,0,0.0,20904,8,43,0,22,0,3,symmetra,4385,9,2,3,3,0,0,12,63,0,7,1260.0,207,0.0,support
4009,10949,7,49,0.06,37796,27,96,0,34,0,6,zenyatta,19446,27,9,5,12,3,1,36,223,0,12,2880.0,394,1.0,support
4010,0,0,2,0.01,3541,5,4,0,1,0,0,genji,0,2,2,0,0,0,0,0,2,0,0,300.0,0,0.28,attack
4011,0,0,19,0.03,33592,19,46,0,26,0,2,mccree,0,16,3,5,8,1,0,16,194,0,4,1560.0,251,0.5,attack
4012,0,27,0,0.0,493819,184,768,13,511,0,31,pharah,0,124,13,87,24,1,20,220,1172,0,137,14400.0,4175,0.58,attack
4013,0,1,448,0.09,34399,25,82,0,42,0,3,reaper,0,11,1,7,3,1,2,27,119,0,7,1860.0,174,0.27,attack
4014,0,9,225,0.03,138038,45,200,0,109,0,6,soldier76,0,43,12,24,7,0,5,65,217,0,26,3600.0,1038,0.47,attack
4015,0,0,112,0.07,8910,18,18,0,10,0,1,tracer,0,5,1,1,2,0,0,3,63,0,2,780.0,0,0.38,attack
4016,0,0,5,0.08,5862,3,9,0,7,0,0,hanzo,0,3,1,1,1,0,0,1,1,0,4,240.0,0,0.33,defense
4017,0,0,1,0.14,1173,0,6,0,3,0,0,mei,0,1,0,0,0,0,0,4,22,0,1,60.0,4,0.41,defense
4018,0,0,3,0.06,2605,1,2,0,2,0,0,torbjorn,0,0,0,0,0,0,0,0,0,0,1,60.0,0,0.48,defense
4019,0,0,811,0.06,39926,13,72,0,36,0,3,dVa,0,17,6,3,7,0,1,25,201,0,4,2160.0,140,0.35,tank
4020,0,3,0,0.0,35336,27,79,2,39,0,3,reinhardt,0,15,4,5,6,0,1,28,321,0,13,2280.0,536,0.0,tank
4021,0,1,249,0.11,28904,15,63,0,39,0,3,roadhog,0,13,6,3,4,1,1,16,139,0,8,1500.0,193,0.33,tank
4022,0,0,0,0.0,0,0,0,0,0,0,0,winston,0,0,0,0,0,0,0,0,0,0,0,3.375074998475611,0,0.0,tank
4023,0,8,0,0.0,209809,86,386,1,180,0,13,zarya,0,68,18,26,24,0,14,123,1154,0,28,7200.0,2587,0.45,tank
4024,0,0,7,0.04,3565,12,8,0,2,0,0,lucio,0,3,0,1,2,0,0,2,46,0,0,660.0,0,0.22,support
4025,0,0,0,0.0,230,1,1,0,1,0,0,mercy,0,0,0,0,0,0,0,1,10,0,0,180.0,0,0.41,support
4026,0,0,0,0.0,1085,2,1,0,0,0,0,symmetra,0,1,0,0,1,0,0,0,0,0,0,120.0,0,0.0,support
4027,0,3,35,0.05,32108,12,45,0,14,0,2,zenyatta,0,9,3,3,3,0,0,20,92,0,0,1500.0,558,0.38,support
4028,0,1,12,0.06,12207,5,33,0,23,0,2,mccree,0,7,0,5,1,0,0,11,75,0,11,660.0,152,0.46,attack
4029,0,18,1957,0.08,175146,126,486,0,381,0,19,reaper,0,93,16,56,21,1,7,118,627,0,166,7200.0,4154,0.31,attack
4030,0,0,25,0.03,12988,14,16,0,8,0,1,soldier76,0,5,2,2,1,0,0,6,21,0,3,720.0,22,0.41,attack
4031,0,4,98,0.03,41413,21,53,0,28,0,2,bastion,0,12,3,6,3,0,0,20,24,0,11,1500.0,137,0.25,defense
4032,0,0,0,0.0,8541,4,14,0,10,0,0,junkrat,0,2,0,1,1,0,0,9,26,0,2,240.0,56,0.29,defense
4033,0,2,33,0.06,13894,11,16,0,9,0,1,roadhog,0,9,3,4,3,1,0,6,82,0,2,840.0,230,0.4,tank
4034,0,0,0,0.0,1400,4,6,0,4,0,0,winston,0,1,0,0,1,0,0,0,7,0,1,180.0,0,0.0,tank
4035,0,0,10,0.13,3398,5,7,0,6,0,0,genji,0,2,1,0,1,0,0,2,24,0,5,300.0,0,0.34,attack
4036,0,3,30,0.04,41920,35,120,0,81,0,3,mccree,0,15,3,6,6,4,2,27,88,0,33,2640.0,934,0.48,attack
4037,0,2,0,0.0,38577,25,77,3,62,0,1,pharah,0,13,2,7,4,1,1,15,97,0,29,1860.0,834,0.57,attack
4038,0,1,139,0.06,14091,5,34,0,28,0,1,reaper,0,3,1,1,1,0,0,5,47,0,14,600.0,232,0.34,attack
4039,0,15,608,0.06,206478,88,477,0,323,0,12,soldier76,0,68,21,37,10,7,5,122,385,0,127,7200.0,2849,0.45,attack
4040,0,1,0,0.0,11150,8,25,0,19,0,1,sombra,0,7,4,3,0,0,0,7,56,0,11,840.0,210,0.39,attack
4041,0,1,271,0.05,29345,12,84,0,40,0,2,tracer,0,11,4,4,2,3,0,31,202,0,16,1680.0,406,0.37,attack
4042,0,0,1,0.0,14861,9,24,0,15,0,0,bastion,0,4,0,3,1,0,1,10,3,0,4,480.0,124,0.35,defense
4043,0,9,57,0.05,108431,49,240,0,177,0,9,hanzo,0,41,5,27,9,1,1,65,254,0,60,3600.0,1520,0.32,defense
4044,0,0,0,0.0,4587,7,5,0,5,0,0,junkrat,0,2,0,1,1,0,0,1,6,0,1,360.0,0,0.15,defense
4045,0,1,11,0.22,7985,10,28,0,16,0,2,mei,0,8,3,3,3,0,0,11,73,0,5,900.0,54,0.37,defense
4046,721,5,78,0.06,31948,12,88,0,44,0,5,torbjorn,3333,14,0,7,7,0,0,25,197,0,15,2040.0,413,0.39,defense
4047,0,19,303,0.09,239586,96,571,0,383,0,23,widowmaker,0,95,22,31,41,13,2,131,352,0,166,14400.0,2785,0.44,defense
4048,0,1,0,0.0,9438,4,14,4,6,0,0,orisa,0,2,0,2,1,0,1,5,43,0,1,360.0,62,0.42,tank
4049,0,8,0,0.0,84650,76,207,1,133,0,8,reinhardt,0,47,13,18,15,0,2,50,609,0,28,3600.0,1792,0.0,tank
4050,0,5,929,0.1,97079,64,236,6,178,0,7,roadhog,0,39,11,16,12,3,1,54,406,0,56,3600.0,2009,0.36,tank
4051,1934,1,0,0.0,14811,15,45,3,20,0,1,winston,7355,7,1,3,2,0,0,7,66,0,10,1140.0,46,0.0,tank
4052,0,5,0,0.0,76984,30,189,0,96,0,7,zarya,0,31,4,15,12,2,4,73,513,0,16,3600.0,1583,0.47,tank
4053,0,3,0,0.0,14911,30,39,0,7,0,1,ana,0,9,1,5,2,0,0,20,201,0,1,2160.0,329,0.16,support
4054,0,2,29,0.04,15740,22,45,2,21,0,2,lucio,0,16,2,9,5,3,0,16,206,0,6,1740.0,77,0.4,support
4055,0,5,26,0.05,9436,45,42,0,12,0,2,mercy,0,9,1,6,2,1,0,10,231,0,3,3240.0,653,0.33,support
4056,0,4,0,0.0,26311,11,89,0,49,0,4,symmetra,0,11,3,6,2,0,2,19,66,0,15,1560.0,233,0.0,support
4057,0,5,58,0.06,43869,22,127,0,63,0,6,zenyatta,0,20,3,10,7,3,0,42,259,0,18,3120.0,1105,0.36,support
4058,0,59,1817,0.07,604794,334,1719,1,1119,0,46,soldier76,13881,256,49,168,39,7,14,433,1555,0,301,25200.0,12597,0.47,attack
4059,0,0,12,0.08,7041,7,9,0,7,0,0,mccree,0,3,1,1,1,0,0,4,1,0,4,600.0,0,0.48,attack
4060,0,0,0,0.0,235,1,0,0,0,0,0,pharah,0,0,0,0,0,0,0,0,0,0,0,44.22186094895005,0,0.28,attack
4061,0,0,12,0.03,2129,1,2,0,2,0,0,reaper,0,1,0,1,0,0,0,2,24,0,0,60.0,2,0.3,attack
4062,0,63,1221,0.04,679899,430,1682,1,991,0,50,soldier76,0,333,53,182,98,0,16,693,2371,0,320,32400.0,8984,0.38,attack
4063,0,0,7,0.02,3986,3,11,0,8,0,0,bastion,0,4,1,3,0,0,0,4,7,0,1,240.0,105,0.19,defense
4064,0,0,0,0.0,182,1,0,0,0,0,0,widowmaker,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0.24,defense
4065,0,0,0,0.0,291,3,1,0,1,0,0,reinhardt,0,1,0,0,0,0,0,0,0,0,1,120.0,0,0.0,tank
4066,0,0,23,0.21,1188,3,1,0,1,0,0,roadhog,0,1,0,0,0,0,0,0,7,0,1,120.0,0,0.35,tank
4067,0,0,0,0.0,60,1,0,0,0,0,0,mercy,0,1,0,0,0,0,0,0,0,0,0,60.0,0,0.15,support
4068,0,0,0,0.0,329,2,2,0,2,0,0,symmetra,0,0,0,0,0,0,0,0,0,0,1,60.0,0,0.0,support
4069,0,14,1339,0.08,171109,81,334,6,202,0,13,roadhog,0,85,14,42,29,9,1,115,908,0,59,7200.0,1631,0.34,tank
4070,0,5,0,0.0,81494,28,122,0,55,0,4,zarya,0,34,5,22,7,0,2,51,504,0,8,3600.0,560,0.52,tank
4071,66,0,0,0.0,161,0,0,0,0,0,0,doomfist,95,0,0,0,0,0,0,0,5,0,0,56.71261537075043,0,1.0,attack
4072,2841,2,58,0.06,37939,25,87,0,41,0,4,genji,5713,17,7,3,6,1,1,29,197,0,11,2340.0,184,1.0,attack
4073,6464,1,21,0.05,29127,13,52,0,29,0,2,mccree,22625,9,2,7,1,0,0,18,76,0,5,1320.0,143,1.0,attack
4074,3161,0,85,0.05,10752,8,17,0,10,0,0,reaper,7590,2,1,2,0,0,1,8,21,0,1,420.0,10,1.0,attack
4075,907,0,6,0.02,5024,4,8,0,2,0,0,soldier76,4102,1,0,1,0,0,0,4,26,0,0,180.0,57,1.0,attack
4076,3508,4,0,0.0,22256,16,62,0,30,0,4,sombra,15295,13,3,4,6,1,2,23,88,0,11,1500.0,255,1.0,attack
4077,1148,0,14,0.02,2651,2,4,0,1,0,0,tracer,1502,1,0,1,0,0,0,4,17,0,0,120.0,0,1.0,attack
4078,8148,35,2302,0.05,654416,253,1001,0,665,0,37,bastion,14555,196,39,107,50,3,11,331,1005,0,202,21600.0,5792,1.0,defense
4079,0,2,967,0.08,40453,19,97,1,48,0,1,dVa,0,18,3,10,5,0,1,28,206,0,10,2340.0,117,1.0,tank
4080,1402,1,0,0.0,12595,24,36,0,14,0,1,ana,7649,8,2,3,4,0,0,8,51,0,3,2340.0,109,1.0,support
4081,0,1,2,0.25,189,2,1,0,1,0,0,mercy,0,1,0,0,0,0,0,0,2,0,1,240.0,0,1.0,support
4082,164,0,0,0.0,5791,9,14,0,5,0,1,moira,5627,2,1,0,1,0,0,2,11,0,1,600.0,0,0.0,support
4083,0,14,140,0.07,96187,57,187,0,81,0,13,zenyatta,0,54,14,17,23,2,1,67,529,0,12,7200.0,920,1.0,support
4084,0,0,4,0.04,3577,5,9,0,5,0,0,genji,0,2,1,1,1,0,0,5,25,0,0,300.0,33,0.26,attack
4085,0,0,5,0.04,6581,13,13,0,8,0,0,mccree,0,3,1,1,1,1,0,3,22,0,5,720.0,0,0.46,attack
4086,0,0,0,0.0,1073,3,4,0,2,0,0,pharah,0,1,0,0,1,0,0,2,5,0,2,60.0,0,0.32,attack
4087,0,0,24,0.09,1386,4,10,0,2,0,0,reaper,0,2,0,0,1,0,0,3,5,0,1,240.0,0,0.11,attack
4088,0,29,693,0.04,313651,158,771,0,496,0,19,soldier76,0,123,13,69,41,5,6,209,552,0,140,14400.0,5676,0.42,attack
4089,0,0,10,0.06,497,2,2,0,0,0,0,tracer,0,1,0,0,0,0,0,0,0,0,0,60.0,0,0.39,attack
4090,0,0,1,0.05,1855,0,4,0,3,0,0,hanzo,0,1,0,0,1,0,0,4,50,0,0,180.0,0,0.18,defense
